Fecha,Medias,Desviaciones
2018/11/28,15.274772644042969,0.21073299646377563
2020/9/3,27.655746160852367,0.23524563446527294
2020/3/5,16.46793359466208,0.1824536268085135
2017/03/22,16.784072875976562,0.28715428709983826
2019/4/15,17.854031805699417,0.27641635056753555
2020/10/22,20.626512215392744,0.20758822169271565
2023/1/25,10.264332531077507,0.24093451284455897
2018/02/12,10.802577018737793,0.42110535502433777
2023/1/3,14.605052701232356,0.2562630435361805
2024/6/5,24.994100237465585,0.20940020808429463
2020/5/25,25.02044015870316,0.8725870024375737
2021/11/11,16.36796939350638,0.3561905027861499
2023/7/26,30.61320168432996,0.2022614854006106
2019/6/25,26.48823164001841,0.40130863556925284
2022/10/18,23.270313473161355,0.1176325775922449
2019/6/4,24.3448090649958,0.3022815941119438
2019/4/24,16.54033083864539,0.15346743270048296
2024/5/29,24.439307464839267,0.44035185613247824
2018/10/03,24.82474708557129,0.5703269243240356
2018/06/26,27.537517547607422,0.2597006559371948
2024/2/20,15.404827824239252,0.15705175431206714
2023/10/31,20.093360719480277,0.20968884328207207
2022/6/2,25.466666170178364,0.4882785539042239
2019/9/28,25.560729264526746,0.4135755952889031
2018/05/02,18.55766487121582,0.3040345311164856
2020/1/17,11.854283271336554,0.42006760996866394
2020/8/19,28.928263298285543,0.29267463112028413
2018/08/03,29.962982177734375,0.4267817735671997
2022/7/6,28.098641226284347,0.20863327141744073
2022/8/3,30.816214396056807,0.2118807780007439
2021/1/27,12.332708995494874,0.5691550326041991
2022/6/10,27.025173972689995,0.28352902224013754
2018/01/17,11.524864196777344,0.2762214243412018
2024/5/15,22.46870113165072,0.3850850883802697
2018/12/26,13.245550155639648,0.7257019877433777
2023/6/5,23.97884617434538,0.2642809199748877
2018/11/07,16.146028518676758,0.31023797392845154
2018/02/27,12.908258438110352,0.15716707706451416
2023/2/14,11.479106788887085,0.28404419184640184
2019/2/20,13.348593228212861,0.18694842496534236
2022/7/20,29.784550379993664,0.5123463043887837
2019/11/21,13.5758102724515,0.21803041776134488
2017/11/08,18.21173667907715,0.48585042357444763
2020/11/4,19.317497638190734,0.19973909746846827
2022/6/17,27.794118867455463,0.14225894318475582
2020/5/18,22.37813919686039,0.21751561673557704
2023/3/22,17.537493513266156,0.28839550521327184
2024/4/10,18.654056408790062,0.24212161414783043
2023/1/10,14.370351913075119,0.1604989775851167
2024/7/18,29.458599356758782,0.19080197037069732
2017/09/27,24.83526611328125,0.13808055222034454
2017/06/13,26.197235107421875,0.18534033000469208
2020/3/11,16.382126025701226,0.18199349591248257
2024/5/10,21.64996320177442,0.2900361055766559
2020/8/26,29.89113731857504,0.30995868734210974
2018/07/24,28.90962791442871,0.23963406682014465
2022/2/24,14.49981500110939,0.11133719324019292
2021/10/11,23.42304871361438,0.27188534758697797
2021/8/13,28.593749624491856,0.446646224110389
2018/06/08,23.973134994506836,0.3095138967037201
2017/04/25,18.906261444091797,0.23249997198581696
2024/1/9,11.428418471222265,0.3528536048794776
2020/1/23,11.65766539961411,0.22868476388704934
2019/11/26,13.882820971304078,0.34876313941376336
2022/8/24,29.3923152135181,0.24147616999199473
2018/07/19,28.111995697021484,0.31534767150878906
2019/9/19,24.512965687329327,0.696656608968591
2024/6/18,26.398364126201148,0.22638426366216596
2024/3/13,14.831146109313767,0.1430750762404964
2019/12/26,13.821841293510348,0.3748639325775214
2021/9/13,28.00794901781301,0.21186903089941636
2019/2/12,12.43949729693144,0.25631891060647666
2021/12/15,12.972942734568775,0.11531102226093255
2017/03/30,17.32989501953125,0.4037204384803772
2019/10/16,22.88340244655145,0.5752640290677072
2019/7/26,28.464297682820806,0.178968551404665
2017/11/15,15.720983505249023,0.49860823154449463
2021/3/24,15.386116604334749,0.241501514860523
2021/12/10,12.50280507724117,0.37053622565198413
2019/5/21,22.81975255535568,0.1673732299565398
2023/4/11,19.72759334016567,0.20041487973488684
2020/12/10,12.330409374577808,0.2749197387118343
2023/9/27,25.71166570181692,0.20526330544917662
2018/05/22,22.81941032409668,0.37565308809280396
2021/7/20,28.564961776544823,0.20322134243574067
2024/4/24,19.6412031576098,0.27349411179115296
2020/2/20,15.46132609272218,0.2610189053112829
2023/5/31,22.77511585296584,0.291481854922401
2019/12/16,13.349085569381714,0.2586009548331085
2019/5/8,21.16334134833728,0.4256401541745985
2021/8/24,28.599952195166765,0.278457604930406
2021/7/6,28.825722652370494,0.3628113868897136
2020/2/4,13.899964924494485,0.3096958763625183
2022/9/29,24.432822259270154,0.1904469818733224
2023/4/4,18.716952414918726,0.3964924832428441
2022/4/27,18.313845756153732,0.38853417333143675
2021/11/4,19.63508237253388,0.382054079770751
2020/10/8,21.93067456568804,0.23619379041099953
2020/6/15,24.879949428390542,1.0577579177540253
2021/6/22,25.865999579287898,0.16879971973291857
2018/08/09,30.478622436523438,0.25274601578712463
2019/3/5,15.75199049930162,0.2752815990570466
2022/12/20,15.20141548830982,0.19711905736817673
2021/6/8,24.96858492107044,0.3789146092387451
2022/6/30,27.521873242251903,0.47255998400087945
2018/08/29,28.9088191986084,0.2520577907562256
2019/11/20,13.736553939387942,0.40817666549368453
2017/12/05,11.415262222290039,0.9084116220474243
2020/7/17,27.92415702240793,0.3747471264495074
2019/5/15,23.112580456025654,0.28773452019012286
2019/7/30,28.5889539858567,0.21794713473250504
2021/6/2,23.23737668166075,0.2726340306825503
2018/03/07,13.51704216003418,0.16973310708999634
2022/4/6,12.55635327893319,0.1920573852754666
2019/10/15,23.57578350687406,0.6360582330690658
2023/6/28,28.58188364838608,0.3422347954214573
2021/8/26,28.343060170848517,0.3156782038707395
2022/8/11,30.050552088375436,0.14667643149934573
2020/8/4,30.12596558556301,0.30011737359970997
2024/3/20,17.669923811112227,0.25042833946947224
2017/09/06,27.1295223236084,0.5205546021461487
2023/3/29,18.9692304938198,0.36947805775889253
2022/10/11,23.16038446308234,0.21816054482758773
2019/9/10,26.74172405147499,0.3549978570721316
2021/9/2,27.94741290620119,0.17855724038436224
2023/5/4,23.113655928265697,0.29313234180434267
2021/8/30,29.149057306057895,0.3935567330899391
2023/11/24,16.396176214645116,0.31039218652756034
